condition,sim_seconds,retinal_spikes_per_second,lamina_spikes_per_second,downstream_spikes_per_second
right,1.43,218900,199400,34900
right,1.44,218800,186800,40200
right,1.45,436800,192700,32600
right,1.46,219200,190800,33300
right,1.47,218800,190600,41000
right,1.48,436600,185000,34100
right,1.49,219400,195000,33000
right,1.5,218700,196300,38500
right,1.51,219500,174500,35900
right,1.52,436600,202700,32200
right,1.53,218700,188200,38600
right,1.54,219300,194300,37800
right,1.55,436800,196000,32600
right,1.56,218700,193600,39400
right,1.57,219000,188700,35900
right,1.58,437100,191900,31500
right,1.59,218700,183700,37700
right,1.6,218900,203000,38800
right,1.61,436800,186200,32100
right,1.62,219100,197500,37400
right,1.63,218900,188900,36600
right,1.64,436700,194800,34200
right,1.65,219200,194900,36700
right,1.66,218800,185500,33800
right,1.67,436600,197300,38000
right,1.68,219400,178200,33200
right,1.69,218800,202900,39000
right,1.7,219400,184800,38300
right,1.71,436600,188200,30000
right,1.72,218700,206000,41200
right,1.73,219300,177700,34600
right,1.74,436800,195400,32000
right,1.75,218700,199900,42700
right,1.76,219100,181900,34800
right,1.77,437000,196600,30400
right,1.78,218700,196600,42600
right,1.79,219000,182700,31100
right,1.8,436600,199300,35000
right,1.81,219200,196000,40300
right,1.82,218900,183900,32100
right,1.83,436700,196200,37400
right,1.84,219200,187400,36400
right,1.85,218900,183400,31900
right,1.86,436500,206500,39700
right,1.87,219400,180900,37900
right,1.88,218800,188900,30800
right,1.89,219400,203600,39600
right,1.9,436600,197100,37200
right,1.91,218800,172000,29300
right,1.92,219200,213800,39700
right,1.93,436800,181300,39200
right,1.94,218700,184600,31700
right,1.95,219200,204700,35000
right,1.96,436800,192700,41800
right,1.97,218800,172600,28400
right,1.98,219000,214500,37500
right,1.99,436600,182500,40700
right,2.0,219200,178600,29800
bright_repeat,0.01,333500,0,0
bright_repeat,0.02,333500,489000,16400
bright_repeat,0.03,667000,27700,55800
bright_repeat,0.04,333500,128000,400
bright_repeat,0.05,333500,268800,36500
bright_repeat,0.06,667000,210200,85100
bright_repeat,0.07,333500,104500,12000
bright_repeat,0.08,333500,248200,36100
bright_repeat,0.09,667000,101800,32600
bright_repeat,0.1,333500,243000,37900
bright_repeat,0.11,333500,118800,21900
bright_repeat,0.12,667000,216900,46400
bright_repeat,0.13,333500,134700,28200
bright_repeat,0.14,333500,181800,31400
bright_repeat,0.15,666300,176100,37000
bright_repeat,0.16,334200,159400,35100
bright_repeat,0.17,333500,168400,28700
bright_repeat,0.18,333600,175500,37600
bright_repeat,0.19,666900,168500,35000
bright_repeat,0.2,333500,161000,34600
bright_repeat,0.21,333500,178500,30600
bright_repeat,0.22,667000,160800,39900
bright_repeat,0.23,333500,176100,29000
bright_repeat,0.24,333500,157000,32000
bright_repeat,0.25,667000,184400,39200
bright_repeat,0.26,333500,145900,31900
bright_repeat,0.27,333500,183200,31900
bright_repeat,0.28,667000,155700,36000
bright_repeat,0.29,333500,185000,37600
bright_repeat,0.3,333500,152500,26800
bright_repeat,0.31,666900,183900,37000
bright_repeat,0.32,333600,162700,36800
bright_repeat,0.33,333500,161400,31100
bright_repeat,0.34,666000,178400,34400
bright_repeat,0.35,334500,170200,34500
bright_repeat,0.36,333500,152700,32500
bright_repeat,0.37,333800,184200,35100
bright_repeat,0.38,666700,159500,35100
bright_repeat,0.39,333500,171100,34500
bright_repeat,0.4,333500,172100,32100
bright_repeat,0.41,667000,174200,37500
bright_repeat,0.42,333500,162500,30800
bright_repeat,0.43,333500,157200,35400
bright_repeat,0.44,667000,195500,37400
bright_repeat,0.45,333500,142300,29800
bright_repeat,0.46,333500,186400,35500
bright_repeat,0.47,666900,162500,34300
bright_repeat,0.48,333600,171400,36700
bright_repeat,0.49,333500,169300,30900
bright_repeat,0.5,666900,168500,38300
bright_repeat,0.51,333600,166500,33300
bright_repeat,0.52,333500,171400,30700
bright_repeat,0.53,665800,168100,39400
bright_repeat,0.54,334700,162600,31900
bright_repeat,0.55,333500,176900,32400
bright_repeat,0.56,334100,169400,37600
bright_repeat,0.57,666400,158600,31700
bright_repeat,0.58,333500,179400,34700
bright_repeat,0.59,333500,162700,37200
bright_repeat,0.6,667000,164100,29800
bright_repeat,0.61,333500,178900,33800
bright_repeat,0.62,333500,161500,40500
bright_repeat,0.63,667000,167500,26700
bright_repeat,0.64,333500,177900,38500
bright_repeat,0.65,333500,155700,34300
bright_repeat,0.66,666800,174000,30700
bright_repeat,0.67,333700,169300,37200
bright_repeat,0.68,333500,165200,33400
bright_repeat,0.69,666600,165000,33900
bright_repeat,0.7,333900,172900,34700
bright_repeat,0.71,333500,170200,34500
bright_repeat,0.72,665800,159500,34200
bright_repeat,0.73,334700,180100,32700
bright_repeat,0.74,333500,161400,36500
bright_repeat,0.75,334200,167200,31300
bright_repeat,0.76,666300,169300,33900
bright_repeat,0.77,333500,175400,37700
bright_repeat,0.78,333900,154800,31600
bright_repeat,0.79,666500,181400,35300
bright_repeat,0.8,333600,163600,36500
bright_repeat,0.81,333600,165200,31300
bright_repeat,0.82,666800,170900,33600
bright_repeat,0.83,333600,165400,37400
bright_repeat,0.84,333500,162100,31400
bright_repeat,0.85,666800,182200,35100
bright_repeat,0.86,333700,159400,35100
bright_repeat,0.87,333500,167000,32800
bright_repeat,0.88,666400,171600,35100
bright_repeat,0.89,334100,172200,32400
bright_repeat,0.9,333500,164700,38000
bright_repeat,0.91,665700,164900,33500
bright_repeat,0.92,334800,174800,32200
bright_repeat,0.93,333500,165000,36700
bright_repeat,0.94,334200,163800,32100
bright_repeat,0.95,666300,166000,31100
bright_repeat,0.96,333500,180400,39100
bright_repeat,0.97,333900,154300,35900
bright_repeat,0.98,666500,177400,30700
bright_repeat,0.99,333600,164200,35400
bright_repeat,1.0,333800,172900,37300
bright_repeat,1.01,666500,162900,27200
bright_repeat,1.02,333700,168600,35700
bright_repeat,1.03,333600,174100,39500
bright_repeat,1.04,666600,159900,29000
bright_repeat,1.05,333800,168300,37400
bright_repeat,1.06,333600,161700,30900
bright_repeat,1.07,666100,172500,36400
bright_repeat,1.08,334300,169600,30700
bright_repeat,1.09,333500,169400,38500
bright_repeat,1.1,665700,170500,32200
bright_repeat,1.11,334800,164500,34500
bright_repeat,1.12,333500,168900,35400
bright_repeat,1.13,334200,169100,32100
bright_repeat,1.14,666200,162400,36200
bright_repeat,1.15,333600,177000,31400
bright_repeat,1.16,334000,167000,36800
bright_repeat,1.17,666300,171600,36600
bright_repeat,1.18,333700,162800,28300
bright_repeat,1.19,333800,173300,36800
bright_repeat,1.2,666400,166000,36500
bright_repeat,1.21,333800,169900,29000
bright_repeat,1.22,333600,169700,36000
bright_repeat,1.23,666500,171300,37700
bright_repeat,1.24,333900,161900,29200
bright_repeat,1.25,333600,170200,36500
bright_repeat,1.26,665900,167200,32800
bright_repeat,1.27,334500,163900,34600
bright_repeat,1.28,333500,173000,33600
bright_repeat,1.29,665700,172300,37200
bright_repeat,1.3,334700,165700,32800
bright_repeat,1.31,333600,162900,29800
bright_repeat,1.32,334200,172200,40300
bright_repeat,1.33,666100,165300,30800
bright_repeat,1.34,333700,165600,31200
bright_repeat,1.35,334100,175200,42600
bright_repeat,1.36,666200,162900,28700
bright_repeat,1.37,333700,165000,32100
bright_repeat,1.38,333900,175600,38900
bright_repeat,1.39,666300,158700,30900
bright_repeat,1.4,333800,178200,34700
bright_repeat,1.41,333800,164900,37000
bright_repeat,1.42,666300,165800,32200
bright_repeat,1.43,333900,168200,35800
bright_repeat,1.44,333600,171200,33800
bright_repeat,1.45,665900,167400,32200
bright_repeat,1.46,334400,164500,34700
bright_repeat,1.47,333700,164300,33300
bright_repeat,1.48,665600,174900,36100
bright_repeat,1.49,334600,163800,33100
bright_repeat,1.5,333700,169900,34100
bright_repeat,1.51,334200,171900,36600
bright_repeat,1.52,666100,162400,31300
bright_repeat,1.53,333700,171500,35500
bright_repeat,1.54,334100,170300,36200
bright_repeat,1.55,666100,167800,33900
bright_repeat,1.56,333800,168100,32500
bright_repeat,1.57,333900,167100,35600
bright_repeat,1.58,666300,170600,33400
bright_repeat,1.59,333800,170500,33400
bright_repeat,1.6,333800,162300,37900
bright_repeat,1.61,666200,178400,31300
bright_repeat,1.62,333900,156600,36400
bright_repeat,1.63,333900,174600,33100
bright_repeat,1.64,665500,171300,35500
bright_repeat,1.65,334500,161400,32300
bright_repeat,1.66,333800,172500,35100
bright_repeat,1.67,665600,168600,36800
bright_repeat,1.68,334600,169200,29500
bright_repeat,1.69,333800,167500,37600
bright_repeat,1.7,334200,177600,37800
bright_repeat,1.71,666000,152200,28600
bright_repeat,1.72,333700,182900,36800
bright_repeat,1.73,334100,161800,36700
bright_repeat,1.74,666100,165100,30000
bright_repeat,1.75,333700,171900,33400
bright_repeat,1.76,334000,163100,40100
bright_repeat,1.77,666300,171300,27700
bright_repeat,1.78,333700,168400,34600
bright_repeat,1.79,334000,168800,38400
bright_repeat,1.8,666000,168800,31100
bright_repeat,1.81,334000,157000,33700
bright_repeat,1.82,333900,178800,35600
bright_repeat,1.83,665500,165400,33600
bright_repeat,1.84,334500,167600,35000
bright_repeat,1.85,333800,167500,33500
bright_repeat,1.86,665600,175400,36100
bright_repeat,1.87,334600,161600,31900
bright_repeat,1.88,333800,169500,33300
bright_repeat,1.89,334200,171800,38100
bright_repeat,1.9,665900,164900,31200
bright_repeat,1.91,333800,163600,32500
bright_repeat,1.92,334200,174500,36400
bright_repeat,1.93,666000,163300,36100
bright_repeat,1.94,333800,171200,30600
bright_repeat,1.95,334100,159800,37500
bright_repeat,1.96,666000,174600,34100
bright_repeat,1.97,333800,165200,31200
bright_repeat,1.98,334000,166300,38600
bright_repeat,1.99,665800,165000,32000
bright_repeat,2.0,334100,172400,34600
